", ",,", , ",000000000:05,texts/tycho-05-epigrammersofiebrahe-eriklange.xml,https://tekster.kb.dk/text/adl-texts-tycho-05-epigrammersofiebrahe-eriklange-root,,,,
"Brorson, Hans Adolph", Svane-Sang , Lissabon , Mindre digte , Prosaskrifter , Tillæg : Paul Diderichsen: Filologisk redegørelse. Arthur Arnholtz: Brorsons vers- og sangkunst. - 1956,", København, 1951-56",001848791:03,texts/brorson03grval.xml,https://tekster.kb.dk/text/adl-texts-brorson03grval-root
"Fibiger, Mathilde","""Et Besøg"",", København," 1851""",001913359:02,texts/fibiger02val.xml,https://tekster.kb.dk/text/adl-texts-fibiger02val-root,,,
"Claussen, Sophus",Sophus Claussens lyrik, Bd. 5: Fabler,"Det Danske Sprog- og Litteraturselskab ; Gyldendal, [København], 1982-",001383642:07,texts/claussen07val.xml,https://tekster.kb.dk/text/adl-texts-claussen07val-root,,,
"Baggesen, Jens"," Riimbreve og poetiske Epistler. 1. Samling, 1784-1808. - 1890",", København, 1889-1903",001823352:02,texts/baggesen02val.xml,https://tekster.kb.dk/text/adl-texts-baggesen02val-root,,,,
"Michaëlis, Sophus",Revolutions-Bryllup,"Gyldendal, København, 1906",001922848:07,texts/michs_07.xml,https://tekster.kb.dk/text/adl-texts-michs_07-root,,,,
"Brandes, Georg",Samlede Skrifter,", København, 1899-1910",001823972:16,texts/brandes16tom.xml,https://tekster.kb.dk/text/adl-texts-brandes16tom-root,,,,
"Grundtvig, N. F. S.",N. F. S. Grundtvigs udvalgte Skrifter,"Gyldendalske Boghandel, København, 1904-1909",001823350:09,texts/grundtvig09val.xml,https://tekster.kb.dk/text/adl-texts-grundtvig09val-root,,,,
"Grundtvig, N. F. S.",N. F. S. Grundtvigs udvalgte Skrifter,"Gyldendalske Boghandel, København, 1904-1909",001823350:01,texts/grundtvig01val.xml,https://tekster.kb.dk/text/adl-texts-grundtvig01val-root,,,,
", ",,", , ",000000000:07,texts/tycho-07-brevdigteriklange.xml,https://tekster.kb.dk/text/adl-texts-tycho-07-brevdigteriklange-root,,,,
"Steffens, Henrich",Was ich erlebte,"Josef Mar, Breslau, 1840-44",002086960:05,texts/stef05tom.xml,https://tekster.kb.dk/text/adl-texts-stef05tom-root,,,,
"Michaëlis, Sophus",Vanemennesker,"Jacob H. Mansas Forlag, København, 1892",002150303:02,texts/michs_02.xml,https://tekster.kb.dk/text/adl-texts-michs_02-root,,,,
"Andersen, H. C.","H.C. Andersens Eventyr bd. VI; kritisk udg. efter de originale eventyrhæfter med varianter
	  ved Erik Dal","C. A. Reitzel, København, 1990",001527411:06,texts/hcaeventyr06val.xml,https://tekster.kb.dk/text/adl-texts-hcaeventyr06val-root,,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:06,texts/aarestrup06e.xml,https://tekster.kb.dk/text/adl-texts-aarestrup06e-root,,,,
"Bergsøe, Vilhelm","Poetiske Skrifter, 1-7 - Bind VI",", København, 1905-",002314460:06,texts/berg06tom.xml,https://tekster.kb.dk/text/adl-texts-berg06tom-root,,,,
"Holberg, Ludvig",Værker i tolv bind, 1: Natur- og folkeret,"Rosenkilde og Bagger, [København], 1969-1971",001629300:01,texts/holberg01val.xml,https://tekster.kb.dk/text/adl-texts-holberg01val-root,,,
"Wied, Gustav",Digt og Virkelighed. Nogle Aforismer. Lystige Historier. 1966,"Rosenkilde og Bagger, København, 1966-",001680948:01,texts/wied01val.xml,https://tekster.kb.dk/text/adl-texts-wied01val-root,,,,
"Wied, Gustav",Barnlige Sjæle. To Kroner og halvtreds. Erotik. En Bryllupsnat. 1967,"Rosenkilde og Bagger, København, 1966-",001680948:03,texts/wied03tom.xml,https://tekster.kb.dk/text/adl-texts-wied03tom-root,,,,
"Nansen, Peter",Samlede Skrifter, Bd. 2: Et Hjem, Fra Rusaaret Judiths Ægteskab,"Gyldendal, [København], 1908-09",004175732:02,texts/nansen02tom.xml,https://tekster.kb.dk/text/adl-texts-nansen02tom-root,,
"Holberg, Ludvig",Værker i tolv bind, 2: Peder Paars,"Rosenkilde og Bagger, [København], 1969-1971",001629300:02,texts/holberg02.xml,https://tekster.kb.dk/text/adl-texts-holberg02-root,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:06,texts/aarestrup06b.xml,https://tekster.kb.dk/text/adl-texts-aarestrup06b-root,,,,
"Jacobsen, J. P.",Lyrik og prosa,"Det Danske Sprog- og Litteraturselskab, [København], 1993",001565683:08,texts/jacobjp08val.xml,https://tekster.kb.dk/text/adl-texts-jacobjp08val-root,,,,
"Helgesen, Poul","Skrifter af Paulus Helie 1. Bind  / ved Marius
	  Kristensen. - 1932; Udgivet af Det Danske Sprog- og Litteraturselskab",", København, 1932-1948",001823114:01,texts/helgesen01.xml,https://tekster.kb.dk/text/adl-texts-helgesen01-root,,,,
"Wied, Gustav",Fædrene æde Druer. 1968,"Rosenkilde og Bagger, København, 1966-",001680948:11,texts/wied11val.xml,https://tekster.kb.dk/text/adl-texts-wied11val-root,,,,
"Gyllembourg-Ehrensvärd, T. C.",samlede skrifter af Forf,", København, 1866-67",002729949:03,texts/gyllem03tom.xml,https://tekster.kb.dk/text/adl-texts-gyllem03tom-root,,,,
"Goldschmidt, M. A.",M. Goldschmidts Poetiske Skrifter,", København, 1896-98",001823971:08,texts/goldschmidt08tom.xml,https://tekster.kb.dk/text/adl-texts-goldschmidt08tom-root,,,,
"Grundtvig, N. F. S.", Salmer og Kristelige Digte : 1855?-72. - 1951,", København, 1944-1964",001823825:15,texts/grundtvig15tom.xml,https://tekster.kb.dk/text/adl-texts-grundtvig15tom-root,,,,
"Larsen, Karl",Militarismens Fallit,"Nyt Nordisk Forlag, København, 1919",003455836:18,texts/larsenk_18.xml,https://tekster.kb.dk/text/adl-texts-larsenk_18-root,,,,
"Staffeldt, A. W. Schack von",Samlede digte,"Det Danske Sprog- og Litteraturselskab, København, 2001",002256026:01,texts/staffeldt01val.xml,https://tekster.kb.dk/text/adl-texts-staffeldt01val-root,,,,
"Holberg, Ludvig",Seks komedier,"Det Danske Sprog- og Litteraturselskab, [København], 1994",001706412:14,texts/holberg14val.xml,https://tekster.kb.dk/text/adl-texts-holberg14val-root,,,,
"Schandorph, Sophus",Fortællinger,", København, 1901",002045746:01,texts/schandorph01val.xml,https://tekster.kb.dk/text/adl-texts-schandorph01val-root,,,,
"Worm, Jacob",Indledning. - 1971,", København, [1968]-1994",001629316:03,texts/worm03tom.xml,https://tekster.kb.dk/text/adl-texts-worm03tom-root,,,,
"Steffens, Henrich",Was ich erlebte,"Josef Mar, Breslau, 1840-44",002086960:08,texts/stef08tom.xml,https://tekster.kb.dk/text/adl-texts-stef08tom-root,,,,
"Falster, Christian","Satirer, 1720-42","Det Danske Sprog- og Litteraturselskab, København, 1982",001400990:05,texts/falster05.xml,https://tekster.kb.dk/text/adl-texts-falster05-root,,,,
"Andersen, H. C.",Fodreise fra Holmens Canal til Østpynten af Amager i Aarene 1828 og 1829 ,"Det Danske Sprog- og Litteraturselskab, [København], cop. 1986",001391913:06,texts/andersen06val.xml,https://tekster.kb.dk/text/adl-texts-andersen06val-root,,,,
"Rode, Helge",Moderen,", København, 1920",001524353:07,texts/rode_07.xml,https://tekster.kb.dk/text/adl-texts-rode_07-root,,,,
"Juel-Hansen, Erna",Sex Noveller,", København, 1885",001916301:02,texts/juelh02val.xml,https://tekster.kb.dk/text/adl-texts-juelh02val-root,,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:06,texts/aarestrup06.xml,https://tekster.kb.dk/text/adl-texts-aarestrup06-root,,,,
"Larsen, Karl","De, der tog hjemmefra; 2: Forvalterfarmeren og hans Hustru. En Københavner paa Trampen. Den Fynske Husmandssøn Poul Jørgensen","Gyldendalske Boghandel. Nordisk Forlag, København, 1912-1914",002168583:13,texts/larsenk_13.xml,https://tekster.kb.dk/text/adl-texts-larsenk_13-root,,,,
"Hjortø, Knud",Grøn ungdom og grå sjæle,", København, 1911",001915185:07,texts/hjort_07.xml,https://tekster.kb.dk/text/adl-texts-hjort_07-root,,,,
"Claussen, Sophus",Sophus Claussens lyrik, Bd. 1: Naturbørn,"Det Danske Sprog- og Litteraturselskab ; Gyldendal, [København], 1982-",001383642:03,texts/claussen03val.xml,https://tekster.kb.dk/text/adl-texts-claussen03val-root,,,
"Paludan-Müller, Fr.","Paludan-Müllers poetiske Skrifter i Udvalg, III. Bind",", København, 1909",001848840:03,texts/paludanm03.xml,https://tekster.kb.dk/text/adl-texts-paludanm03-root,,,,
"Drachmann, Holger",Samlede poetiske Skrifter,", Kbh. & Kristiania, 1906-1909",001823907:06,texts/drachmann06tom.xml,https://tekster.kb.dk/text/adl-texts-drachmann06tom-root,,,,
"Andersen, H. C.",Improvisatoren,"Det Danske Sprog- og Litteraturselskab, [København], cop. 1991",001517385:03,texts/andersen03val.xml,https://tekster.kb.dk/text/adl-texts-andersen03val-root,,,,
"Michaëlis, Sophus",Æbelø,", København, 1895",002150305:04,texts/michs_04.xml,https://tekster.kb.dk/text/adl-texts-michs_04-root,,,,
"Helgesen, Poul",Skrifter af Paulus Helie 2. Bind  / ved Marius Kristensen. - 1932; Udgivet af Det Danske Sprog- og Litteraturselskab,", København, 1932-1948",001823114:02,texts/helgesen02.xml,https://tekster.kb.dk/text/adl-texts-helgesen02-root,,,,
"Richardt, Chr.",Samlede Digte. Tredje Deel.,", København, 1895",002053814:03,texts/richardt03.xml,https://tekster.kb.dk/text/adl-texts-richardt03-root,,,,
"Baggesen, Jens", Blandede Digte. 2. Samling. - 1903,", København, 1889-1903",001823352:05,texts/baggesen05tom.xml,https://tekster.kb.dk/text/adl-texts-baggesen05tom-root,,,,
"Paludan-Müller, Fr.","Paludan-Müllers poetiske Skrifter i Udvalg, II. Bind",", København, 1909",001848840:02,texts/paludanm02.xml,https://tekster.kb.dk/text/adl-texts-paludanm02-root,,,,
"Gyllembourg-Ehrensvärd, T. C.",Drøm og Virkelighed,"Det Danske Sprog- og Litteraturselskab, [København], cop. 1986",001391914:14,texts/gyllem14val.xml,https://tekster.kb.dk/text/adl-texts-gyllem14val-root,,,,
"Lyschander, C. C.",C. C. Lyschander's digtning 1579-1623,", Kbh. Reitzel, 1989",001451843:00,texts/lyschander.xml,https://tekster.kb.dk/text/adl-texts-lyschander-root,,,,
"Gyllembourg-Ehrensvärd, T. C.",Ægtestand,"Dansklærerforeningen/Skov, [Varde], cop. 1982",001397142:15,texts/gyllem15.xml,https://tekster.kb.dk/text/adl-texts-gyllem15-root,,,,
"Drachmann, Holger",Samlede poetiske Skrifter,", Kbh. & Kristiania, 1906-1909",001823907:03,texts/drachmann03tom.xml,https://tekster.kb.dk/text/adl-texts-drachmann03tom-root,,,,
"Michaëlis, Sophus",Himmelskibet,"Gyldendal, København, 1921",002150338:10,texts/michs_10.xml,https://tekster.kb.dk/text/adl-texts-michs_10-root,,,,
"Knudsen, Jakob",Romaner og Fortællinger,", København, 1917",002220626:03,texts/knud03ctom.xml,https://tekster.kb.dk/text/adl-texts-knud03ctom-root,,,,
"Oehlenschläger, Adam",Poetiske Skrifter IV,", København, 1926-1930",001823141:04,texts/oehl04val.xml,https://tekster.kb.dk/text/adl-texts-oehl04val-root,,,,
"Biehl, Charlotta Dorothea",Mit ubetydelige Levnets Løb,"Museum Tusculanum, København, 1986",001398317:01,texts/biehl01.xml,https://tekster.kb.dk/text/adl-texts-biehl01-root,,,,
"Larsen, Karl",Kvinder,"Gyldendalske Boghandels Forlag, København, 1889",002149010:02,texts/larsenk_02.xml,https://tekster.kb.dk/text/adl-texts-larsenk_02-root,,,,
"Andersen, H. C.",H.C. Andersens Eventyr bd. VII; kritisk udg. efter de originale eventyrhæfter med varianter ved Erik Dal,"C. A. Reitzel, København, 1990",001527411:07,texts/hcaeventyr07val.xml,https://tekster.kb.dk/text/adl-texts-hcaeventyr07val-root,,,,
"Wessel, Johan Herman",Anno 7603,", København, 1785",002160402:7603,texts/wessel-anno7603.xml,https://tekster.kb.dk/text/adl-texts-wessel-anno7603-root,,,,
"Larsen, Karl","Levende Musik, mekanisk Musik. Kroniker med Diskussionsindlæg",", København, 1931",002049628:16,texts/larsenk_16.xml,https://tekster.kb.dk/text/adl-texts-larsenk_16-root,,,,
"Steffens, Henrich",Was ich erlebte,"Josef Mar, Breslau, 1840-44",002086960:09,texts/stef09tom.xml,https://tekster.kb.dk/text/adl-texts-stef09tom-root,,,,
"Skjoldborg, Johan",Dynæs Digte,"Gyldendalske Boghandel, Nordisk Forlag, København, 1915",002137051:03,texts/skjold_03.xml,https://tekster.kb.dk/text/adl-texts-skjold_03-root,,,,
"Falster, Christian",Lærdoms Lystgaard eller Adskillige Discurser,", København, 1919-20",001942950:01,texts/falster01.xml,https://tekster.kb.dk/text/adl-texts-falster01-root,,,,
"Brandes, Edvard",Lægemidler,", København, 1881",002333772:07,texts/brandesed_07.xml,https://tekster.kb.dk/text/adl-texts-brandesed_07-root,,,,
"Kingo, Thomas",Samlede skrifter 6B,"Munksgaard, København, 1939-74.",001614819:06,texts/kingo06b.xml,https://tekster.kb.dk/text/adl-texts-kingo06b-root,,,,
"Grundtvig, N. F. S.", Salmer og Kristelige Digte : 1809-43. - 1948,", København, 1944-1964",001823825:13,texts/grundtvig13tom.xml,https://tekster.kb.dk/text/adl-texts-grundtvig13tom-root,,,,
"Brandes, Georg",Samlede Skrifter,", København, 1899-1910",001823972:06,texts/brandes06.xml,https://tekster.kb.dk/text/adl-texts-brandes06-root,,,,
"Helgesen, Poul",Skrifter af Paulus Helie 6. Bind  / ved Marius Kristensen og Hans Ræder. - 1937; Udgivet af Det Danske Sprog- og Litteraturselskab,", København, 1932-1948",001823114:06,texts/helg06val2.xml,https://tekster.kb.dk/text/adl-texts-helg06val2-root,,,,
"Bording, Anders",Digte. - 1984,"Det Danske Sprog- og Litteraturselskab, København, 1984-86",001433218:01,texts/bording01val.xml,https://tekster.kb.dk/text/adl-texts-bording01val-root,,,,
"Richardt, Chr.",Samlede Digte. Anden deel.,", København, 1895",002053814:02,texts/richardt02.xml,https://tekster.kb.dk/text/adl-texts-richardt02-root,,,,
"Oehlenschläger, Adam",Helge,"Det Danske Sprog- og Litteraturselskab, [København], 1996",001764961:06,texts/oehl06.xml,https://tekster.kb.dk/text/adl-texts-oehl06-root,,,,
"Bang, Herman",Værker i Mindeudgave,"Gyldendal, København, 1920-1921",001823910:06,texts/bang06val.xml,https://tekster.kb.dk/text/adl-texts-bang06val-root,,,,
"Heiberg, Johanne Luise", 1. Del : 1812-42,", København, 1944",001825908:05,texts/heibfr05val.xml,https://tekster.kb.dk/text/adl-texts-heibfr05val-root,,,,
"Wied, Gustav",Knagsted. 1967,"Rosenkilde og Bagger, København, 1966-",001680948:08,texts/wied08val.xml,https://tekster.kb.dk/text/adl-texts-wied08val-root,,,,
"Rode, Helge",Krig og Aand,"Gyldendalske Boghandel, Kjøbenhavn, 1917",002003480:05,texts/rode_05.xml,https://tekster.kb.dk/text/adl-texts-rode_05-root,,,,
"Holberg, Ludvig",Værker i tolv bind, 1: Natur- og folkeret,"Rosenkilde og Bagger, [København], 1969-1971",001629300:12,texts/holberg12.xml,https://tekster.kb.dk/text/adl-texts-holberg12-root,,,
"Brandes, Georg",Samlede Skrifter,", København, 1899-1910",001823972:02,texts/brandes02tom.xml,https://tekster.kb.dk/text/adl-texts-brandes02tom-root,,,,
"Aakjær, Jeppe"," Digte 1885-1908. -
	    1918","Gyldendal, København, 1918-19",002251515:01,texts/aakjaer01val.xml,https://tekster.kb.dk/text/adl-texts-aakjaer01val-root,,,,
"Steffens, Henrich",Was ich erlebte,"Josef Mar, Breslau, 1840-44",002086960:04,texts/stef04tom.xml,https://tekster.kb.dk/text/adl-texts-stef04tom-root,,,,
"Goldschmidt, M. A.",Hjemløs,"Det Danske Sprog- og Litteraturselskab, [København], 1999",002359667:03,texts/goldschmidt03.xml,https://tekster.kb.dk/text/adl-texts-goldschmidt03-root,,,,
"Jacobsen, J. P.","Samlede Værker
      II; Udg. paa Grundlag af Digterens efterladte Papirer af Morten Borup",", København, 1924-29",001823911:02,texts/jacob02val.xml,https://tekster.kb.dk/text/adl-texts-jacob02val-root,,,,
"Kaalund, H. V.",Fulvia,", København, 1891",002148875:02,texts/kaalund02val.xml,https://tekster.kb.dk/text/adl-texts-kaalund02val-root,,,,
"Munch-Petersen, Gustaf",Samlede skrifter,"Borgen, Valby, 1988",001346243:1,texts/munp1.xml,https://tekster.kb.dk/text/adl-texts-munp1-root,,,,
"Ingemann, B. S.",Holger Danske,", København, 1893",001940530:04,texts/ingemann04tom.xml,https://tekster.kb.dk/text/adl-texts-ingemann04tom-root,,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:06,texts/aarestrup06d.xml,https://tekster.kb.dk/text/adl-texts-aarestrup06d-root,,,,
"Kierkegaard, Søren",Dagbøger i udvalg 1834-1846,"Det Danske Sprog- og Litteraturselskab, [København], 1992",001552582:03,texts/kierkegaard03val.xml,https://tekster.kb.dk/text/adl-texts-kierkegaard03val-root,,,,
"Heiberg, Johan Ludvig",Poetiske Skrifter,", København, 1931-32",001848837:01,texts/heiberg_bind01.xml,https://tekster.kb.dk/text/adl-texts-heiberg_bind01-root,,,,
"Andersen, H. C.",O.T.,"Det Danske Sprog- og Litteraturselskab, [København], cop. 1987",001391928:04,texts/andersen04val.xml,https://tekster.kb.dk/text/adl-texts-andersen04val-root,,,,
"Bang, Herman",Værker i Mindeudgave,"Gyldendal, København, 1920-1921",001823910:03,texts/bang03val.xml,https://tekster.kb.dk/text/adl-texts-bang03val-root,,,,
"Holberg, Ludvig",Værker i tolv bind, 3-7: Komedier,"Rosenkilde og Bagger, [København], 1969-1971",001629300:04,texts/holb04val.xml,https://tekster.kb.dk/text/adl-texts-holb04val-root,,,
"Skjoldborg, Johan",Præsten i Løgum. Fortælling,", København, 1921-22.",002046384:06,texts/skjold_06.xml,https://tekster.kb.dk/text/adl-texts-skjold_06-root,,,,
"Larsen, Karl",Set og tænkt under den store Krig,"Erslev & Hasselbalchs Forlag, København, 1915",001967776:20,texts/larsenk_20.xml,https://tekster.kb.dk/text/adl-texts-larsenk_20-root,,,,
"Bergsøe, Vilhelm","Poetiske Skrifter, 1-7 - Bind II",", København, 1905-",002314460:02,texts/bergsoe02.xml,https://tekster.kb.dk/text/adl-texts-bergsoe02-root,,,,
"Andersen, H. C.",I Sverrig,"Det Danske Sprog- og Litteraturselskab, [København], 2003",003210052:00,texts/hcaisverrigval.xml,https://tekster.kb.dk/text/adl-texts-hcaisverrigval-root,,,,
"Holberg, Ludvig",Værker i tolv bind, 3-7: Komedier,"Rosenkilde og Bagger, [København], 1969-1971",001629300:06,texts/holb06val.xml,https://tekster.kb.dk/text/adl-texts-holb06val-root,,,
"Brorson, Hans Adolph"," Troens rare Klenodie, 1.-2. del. - 1951",", København, 1951-56",001848791:01,texts/brorson01.xml,https://tekster.kb.dk/text/adl-texts-brorson01-root,,,,
"Hjortø, Knud",Svundne Somre og gamle Vintre,", København, 1931",001915203:17,texts/hjort_17.xml,https://tekster.kb.dk/text/adl-texts-hjort_17-root,,,,
"Brandes, Edvard",Det unge Blod,", København, 1899",002015960:06,texts/brandesed_06.xml,https://tekster.kb.dk/text/adl-texts-brandesed_06-root,,,,
"Ravnkilde, Adda",To Fortællinger,"Gyldendal, Kjøbenhavn, 1884",002045299:01,texts/ravn01tom.xml,https://tekster.kb.dk/text/adl-texts-ravn01tom-root,,,,
"Aakjær, Jeppe", Artikler og Taler. - 1919,"Gyldendal, København, 1918-19",002251515:04,texts/aakjaer04tom.xml,https://tekster.kb.dk/text/adl-texts-aakjaer04tom-root,,,,
"Claussen, Sophus",Sophus Claussens lyrik, : ,"Det Danske Sprog- og Litteraturselskab ; Gyldendal, [København], 1982-",001383642:11,texts/claussen11val.xml,https://tekster.kb.dk/text/adl-texts-claussen11val-root,,,
"Wied, Gustav",Pastor Sørensen & Co. 1968,"Rosenkilde og Bagger, København, 1966-",001680948:09,texts/wied09val.xml,https://tekster.kb.dk/text/adl-texts-wied09val-root,,,,
"Richardt, Chr.",Samlede Digte. Første deel,", København, 1895",002053814:01,texts/richardt01.xml,https://tekster.kb.dk/text/adl-texts-richardt01-root,,,,
"Dalgas, Ernesto",Lidelsens Vej,"Det Danske Sprog- og Litteraturselskab, [København], 1993",001568793:00,texts/dalgaslideval.xml,https://tekster.kb.dk/text/adl-texts-dalgaslideval-root,,,,
"Hjortø, Knud",To verdener,"Det Danske Sprog- og Litteraturselskab, [København], 2008",007264777:18,texts/hjort_18.xml,https://tekster.kb.dk/text/adl-texts-hjort_18-root,,,,
"Larsen, Karl",Dommens Dag,", København, 1908",002220399:09,texts/larsenk_09.xml,https://tekster.kb.dk/text/adl-texts-larsenk_09-root,,,,
", ",Digte : kommentar / af Erik Sønderholm , [oversættelse af latinske tekster: Erik Petersen]. - 1986,"Det Danske Sprog- og Litteraturselskab, København, 1984-86",001433218:02,texts/bord02tom.xml,https://tekster.kb.dk/text/adl-texts-bord02tom-root,,,
"Larsen, Karl",En KvindesSkriftemaal,", København, 1901",003455704:06,texts/larsenk_06.xml,https://tekster.kb.dk/text/adl-texts-larsenk_06-root,,,,
"Knudsen, Jakob","Romaner og
      Fortællinger, bind 1A ",", København, 1917",002220626:03,texts/knud03atom.xml,https://tekster.kb.dk/text/adl-texts-knud03atom-root,,,,
"Heiberg, P. A.",Peter Andreas Heibergs Udvalgte Skrifter,", Kbh., 1884",002314853:01,texts/heibergpa01val.xml,https://tekster.kb.dk/text/adl-texts-heibergpa01val-root,,,,
"Heiberg, Johanne Luise"," Indledning, Varianter og Oplysninger, Registre",", København, 1944",001825908:08,texts/heibfr08val.xml,https://tekster.kb.dk/text/adl-texts-heibfr08val-root,,,,
", ",Fjorten eventyr og fortællinger,"Det Danske Sprog- og Litteraturselskab, [København], 1989",001458865:01,texts/ingemann01.xml,https://tekster.kb.dk/text/adl-texts-ingemann01-root,,,,
"Grundtvig, N. F. S.",N. F. S. Grundtvigs udvalgte Skrifter,"Gyldendalske Boghandel, København, 1904-1909",001823350:07,texts/grundtvig07val.xml,https://tekster.kb.dk/text/adl-texts-grundtvig07val-root,,,,
"Falster, Christian",Lærdoms Lystgaard eller Adskillige Discurser,", København, 1919-20",001942950:02,texts/falster02.xml,https://tekster.kb.dk/text/adl-texts-falster02-root,,,,
"Larsen, Karl",Doktor Ix,"Gyldendalske Boghandels Forlag, København, 1896",003455687:04,texts/larsenk_04.xml,https://tekster.kb.dk/text/adl-texts-larsenk_04-root,,,,
"Grundtvig, N. F. S.", Salmer og Kristelige Digte : 1844-55 med efterslæt fra 1836-43. - 1949,", København, 1944-1964",001823825:14,texts/grundtvig14tom.xml,https://tekster.kb.dk/text/adl-texts-grundtvig14tom-root,,,,
", ",,", , ",000000000:06,texts/tycho-06-siquidagat.xml,https://tekster.kb.dk/text/adl-texts-tycho-06-siquidagat-root,,,,
"Stuckenberg, Viggo",Samlede Værker,", København, 1910-11",001849994:03,texts/stuckenberg03.xml,https://tekster.kb.dk/text/adl-texts-stuckenberg03-root,,,,
"Drachmann, Holger",Samlede poetiske Skrifter,", Kbh. & Kristiania, 1906-1909",001823907:02,texts/drachmann02tom.xml,https://tekster.kb.dk/text/adl-texts-drachmann02tom-root,,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:05,texts/aarestrup05.xml,https://tekster.kb.dk/text/adl-texts-aarestrup05-root,,,,
"Kidde, Harald",Helten,"Gyldendal, København, 1926",008082229:03,texts/kidde03.xml,https://tekster.kb.dk/text/adl-texts-kidde03-root,,,,
"Hjortø, Knud",Kærligheds Spind,", København, 1928",001915200:10,texts/hjort_10.xml,https://tekster.kb.dk/text/adl-texts-hjort_10-root,,,,
"Gyllembourg-Ehrensvärd, T. C.",samlede skrifter af Forf,", København, 1866-67",002729949:02,texts/gyllem02tom.xml,https://tekster.kb.dk/text/adl-texts-gyllem02tom-root,,,,
"Drachmann, Holger",Samlede poetiske Skrifter,", Kbh. & Kristiania, 1906-1909",001823907:08,texts/drachmann08tom.xml,https://tekster.kb.dk/text/adl-texts-drachmann08tom-root,,,,
"Brandes, Georg",Samlede Skrifter,", København, 1899-1910",001823972:14,texts/brandes14tom.xml,https://tekster.kb.dk/text/adl-texts-brandes14tom-root,,,,
"Claussen, Sophus",Sophus Claussens lyrik, Bd. 8: Lyrikoversættelser,"Det Danske Sprog- og Litteraturselskab ; Gyldendal, [København], 1982-",001383642:10,texts/claussen10val.xml,https://tekster.kb.dk/text/adl-texts-claussen10val-root,,,
"Wied, Gustav",Slægten. 1967,"Rosenkilde og Bagger, København, 1966-",001680948:06,texts/wied06val.xml,https://tekster.kb.dk/text/adl-texts-wied06val-root,,,,
"Munch-Petersen, Gustaf",Upubliceret, et indiskret svar paa et diskret spørgsmaal,", , ",00[no record]:3,texts/munp3.xml,https://tekster.kb.dk/text/adl-texts-munp3-root,,,
"Wied, Gustav",Thummelumsen. Dansemus. Skærmudsler. Et Opgør. Tre Satyrspil. 1968,"Rosenkilde og Bagger, København, 1966-",001680948:10,texts/wied10val.xml,https://tekster.kb.dk/text/adl-texts-wied10val-root,,,,
"Gyllembourg-Ehrensvärd, T. C.",samlede skrifter af Forf,", København, 1866-67",002729949:09,texts/gyllem09tom.xml,https://tekster.kb.dk/text/adl-texts-gyllem09tom-root,,,,
"Claussen, Sophus",Sophus Claussens lyrik, Bd. 6: Heroica,"Det Danske Sprog- og Litteraturselskab ; Gyldendal, [København], 1982-",001383642:08,texts/claussen08val.xml,https://tekster.kb.dk/text/adl-texts-claussen08val-root,,,
"Helgesen, Poul","Skrifter af Paulus Helie 3. Bind  / ved Marius
	  Kristensen. - 1933; Udgivet af Det Danske Sprog- og Litteraturselskab",", København, 1932-1948",001823114:03,texts/helgesen03.xml,https://tekster.kb.dk/text/adl-texts-helgesen03-root,,,,
"Aarestrup, Emil",Emil Aarestrups samlede skrifter,"C. A. Reitzel, København, 1976",001582980:06,texts/aarestrup06c.xml,https://tekster.kb.dk/text/adl-texts-aarestrup06c-root,,,,
"Brandes, Edvard",Kærlighed,", København, 1887",002143501:12,texts/brandesed_12.xml,https://tekster.kb.dk/text/adl-texts-brandesed_12-root,,,,
"Hjortø, Knud",To verdener,", København, 1905",001915178:05,texts/hjort_05.xml,https://tekster.kb.dk/text/adl-texts-hjort_05-root,,,,
"Michaëlis, Sophus",Hellener og Barbar. Roman fra Perserkrigenes Tid,", København, 1914",002150328:09,texts/michs_09.xml,https://tekster.kb.dk/text/adl-texts-michs_09-root,,,,
"Baggesen, Jens","Labyrinten eller Reise giennem Tydskland, Schweitz og Frankrig","Gyldendal, (Kbh.), 1971)",001629721:06,texts/baggesen06.xml,https://tekster.kb.dk/text/adl-texts-baggesen06-root,,,,
"Aakjær, Jeppe", Digte 1908-1918. - 1918,"Gyldendal, København, 1918-19",002251515:02,texts/aakjaer02val.xml,https://tekster.kb.dk/text/adl-texts-aakjaer02val-root,,,,
"Ingemann, B. S.",Historiske Romaner, : I. Valdemar Seier,", København, 1911-1912",001916176:08,texts/ingemann08tom.xml,https://tekster.kb.dk/text/adl-texts-ingemann08tom-root,,,
"Gyllembourg-Ehrensvärd, T. C.",samlede skrifter af Forf,", København, 1866-67",002729949:10,texts/gyllem10tom.xml,https://tekster.kb.dk/text/adl-texts-gyllem10tom-root,,,,
